League,Home_Team,Away_Team,Home_FH,Away_FH,Home_Result,Away_Result,Odds_Home,Odds_Draw,Odds_Away,Alt-Ust
Italian League,Napoli , Inter,1,0,1,1,2.5,3.05,2.55,UST
Club World Champ,Chelsea , Palmeiras,0,0,1,1,1.53,3.4,6.0,ALT
French League,Montpellier , Lille,0,0,0,1,2.8,3.0,2.3,ALT
Spanish League,Villarreal , Real Madrid,0,0,0,0,2.55,3.05,2.5,ALT
English League One (Account Only),Lincoln City , Wycombe,1,0,1,1,2.65,3.05,2.4,UST
English League One (Account Only),AFC Wimbledon , Sunderland,1,1,1,1,3.2,3.1,2.05,UST
English League One (Account Only),Plymouth , Shrewsbury,0,0,1,0,1.97,3.2,3.3,ALT
English League One (Account Only),MK Dons , Ipswich,0,0,0,0,2.5,2.9,2.65,ALT
English League One (Account Only),Morecambe , Gillingham,0,0,1,1,1.9,3.2,3.5,ALT
English League One (Account Only),Cheltenham , Fleetwood,2,0,2,0,2.2,3.05,2.95,UST
English League One (Account Only),Portsmouth , Doncaster,0,0,4,0,1.35,4.4,7.0,UST
English League One (Account Only),Accrington , Crewe Alexandra,1,0,4,1,1.5,4.0,4.8,UST
English League One (Account Only),Wigan , Charlton,1,1,2,1,1.87,3.05,3.8,UST
English League One (Account Only),Burton Albion , Cambridge,1,1,2,2,1.9,3.3,3.4,UST
English League One (Account Only),Oxford United , Bolton,2,2,2,3,1.97,3.3,3.2,UST
English Premier,Everton , Leeds,2,0,3,0,2.15,3.4,2.8,UST
English Premier,Brentford , Crystal Palace,0,0,0,0,2.65,2.8,2.55,ALT
English Premier,Watford , Brighton,0,1,0,2,3.2,3.05,2.05,UST
English League Champ,Reading , Coventry,1,1,2,3,3.8,3.5,1.75,UST
English League Champ,Nottingham , Stoke City,0,0,2,2,1.95,3.1,3.5,UST
English League Champ,Barnsley , QPR,0,0,1,0,3.1,3.05,2.05,ALT
English League Champ,Peterborough , Preston,0,0,0,1,3.9,3.1,1.85,ALT
English League Champ,Birmingham , Luton,1,0,3,0,2.8,3.0,2.3,UST
English League Champ,Hull City , Fulham,0,0,0,1,5.5,3.8,1.48,ALT
English League Champ,Middlesbrough , Derby,3,1,4,1,1.58,3.4,5.2,UST
English League Champ,Millwall , Cardiff,0,0,2,1,2.05,3.0,3.3,UST
English League Champ,Blackpool , Bournemouth,1,0,1,2,3.5,3.3,1.87,UST
German League,E Frankfurt , Wolfsburg,0,1,0,2,2.05,3.1,3.2,UST
German League,Freiburg , Mainz,0,1,1,1,1.95,3.1,3.5,UST
German League,Greuther Furth , Hertha Berlin,1,0,2,1,2.55,3.05,2.5,UST
German League,Bochum , Bayern Munich,4,1,4,2,11.0,5.8,1.18,UST
German League,Monchengladbach , Augsburg,1,0,3,2,1.48,3.8,5.5,UST
Italian League,Lazio , Bologna,1,0,3,0,1.53,3.8,5.0,UST
Indian S League,ATK Mohun Bagan , NorthEast Utd,2,1,3,1,1.53,3.9,4.8,UST
Spanish League,Cadiz , Celta de Vigo,0,0,0,0,3.7,3.05,1.95,ALT
Club World Champ,Al Hilal (KSA) , Al Ahly,0,3,0,4,1.87,3.4,3.6,UST
English Premier,Manchester Utd , Southampton,1,0,1,1,1.45,4.1,6.0,UST
English League Champ,Huddersfield , Sheffield Utd,0,0,0,0,3.6,3.1,1.9,ALT
A League,Sydney FC , Western United,0,0,1,1,2.05,3.3,2.95,ALT
A League,Melbourne Vict , Newcastle Jets,1,0,1,2,1.5,4.0,4.7,UST
A League,Wellington , Adelaide,1,0,1,1,2.5,3.3,2.4,UST
J Cup,Kawasaki F , Urawa Reds,0,1,0,2,1.85,3.3,3.6,UST
Mexican League,Puebla , Club Atlas,0,0,1,1,2.95,2.65,2.45,ALT
Mexican League,Mazatlan , Tijuana,1,0,2,0,2.75,3.0,2.35,UST
Chilean League,Everton VDM , Coquimbo Unido,1,0,2,0,1.97,2.9,3.7,UST
Chilean League,Palestino Chile , O'Higgins,1,0,1,0,2.2,3.1,2.85,ALT
Spanish League,Sevilla , Elche,0,0,2,0,1.35,4.0,8.5,ALT
French League,Paris SG , Rennes,0,0,1,0,1.48,4.1,5.0,ALT
German League,RB Leipzig , Cologne,1,0,3,1,1.37,4.5,6.0,UST
Dutch League,Heracles , Utrecht,0,0,1,0,2.7,3.3,2.3,ALT
Indian S League,Bengaluru , Hyderabad,0,2,1,2,2.8,3.2,2.2,UST
A League,Western Sydney , Melbourne City,0,2,1,3,4.4,3.8,1.58,UST
Spanish Cup,Athletic Bilbao , Valencia,1,0,1,1,1.63,3.4,4.8,UST
Italian Cup,Juventus , Sassuolo,1,1,2,1,1.25,5.0,9.5,UST
French Cup,Nantes , Bastia,1,0,2,0,1.85,3.05,3.9,UST
English Premier,Liverpool , Leicester,1,0,2,0,1.17,5.8,11.0,UST
English Premier,Wolverhampton , Arsenal,0,1,0,1,3.6,3.1,1.97,ALT
Dutch Cup,Nijmegen , Go Ahead Eagles,0,2,0,2,2.1,3.2,3.0,UST
Italian Cup,Atalanta , Fiorentina,1,1,2,3,1.82,3.4,3.6,UST
Indian S League,Jamshedpur , Kerala Blasters,1,0,3,0,2.1,3.2,3.0,UST
A League,Central Coast , Macarthur,1,2,3,3,1.97,2.95,3.6,UST
Mexican League,Juarez , Guadalajara,1,1,1,3,2.75,2.65,2.6,UST
French Cup,Nice , Marseille,2,1,4,1,2.7,3.1,2.3,UST
English Premier,Aston Villa , Leeds,3,2,3,3,1.8,3.5,3.6,UST
Spanish Cup,Vallecano , Real Betis,1,1,1,2,2.3,2.95,2.85,UST
Italian Cup,Milan , Lazio,3,0,4,0,1.87,3.2,3.6,UST
English League Champ,Sheffield Utd , West Bromwich,1,0,2,0,2.15,3.05,3.05,UST
English League Champ,Bristol City , Reading,1,0,2,1,1.75,3.5,3.8,UST
English League Champ,Cardiff , Peterborough,2,0,4,0,1.55,3.7,4.8,UST
English League Champ,Blackburn , Nottingham,0,1,0,2,2.25,2.9,3.0,UST
English League Champ,QPR , Middlesbrough,1,1,2,2,2.45,3.1,2.55,UST
English League Champ,Preston , Huddersfield,0,0,0,0,2.03,3.0,3.4,ALT
English League Champ,Bournemouth , Birmingham,2,0,3,1,1.4,4.1,6.5,UST
English Premier,Manchester City , Brentford,1,0,2,0,1.1,8.0,12.0,UST
English Premier,Tottenham , Southampton,1,1,2,3,1.45,3.8,5.8,UST
English Premier,Norwich , Crystal Palace,1,0,1,1,3.2,3.0,2.1,UST
Dutch Cup,Ajax , Vitesse Arnhem,2,0,5,0,1.15,6.5,10.0,UST
Dutch Cup,Waalwijk , Alkmaar,0,3,0,4,7.5,4.5,1.33,UST
Club World Champ,Al Hilal (KSA) , Chelsea,0,1,0,1,10.0,5.5,1.2,ALT
Indian S League,Chennaiyin , FC Goa,0,4,0,5,4.5,3.7,1.58,UST
Club World Champ,Monterrey , Al Jazira,3,0,3,1,1.28,5.5,6.5,UST
A League,Wellington , Melbourne Vict,0,0,1,0,2.9,3.3,2.1,ALT
English League One (Account Only),Bolton , Charlton,1,0,2,1,2.15,3.1,3.0,UST
Italian Cup,Inter , Roma,1,0,2,0,1.58,3.8,4.5,UST
French Cup,Monaco , Amiens,1,0,2,0,1.3,4.7,8.0,UST
English Premier,Burnley , Manchester Utd,0,1,1,1,6.5,3.8,1.42,UST
English League One (Account Only),Sheffield Wed , Wigan,0,0,1,0,2.4,2.9,2.75,ALT
English League One (Account Only),AFC Wimbledon , Rotherham,0,0,0,1,5.0,3.4,1.6,ALT
English League One (Account Only),Accrington , Oxford United,1,0,2,0,2.65,3.4,2.2,UST
English League One (Account Only),Fleetwood , MK Dons,0,1,1,1,2.9,3.2,2.15,UST
English League One (Account Only),Gillingham , Cambridge,0,0,1,0,2.35,2.95,2.8,ALT
English League One (Account Only),Cheltenham , Sunderland,0,1,2,1,3.0,3.1,2.15,UST
English League One (Account Only),Wycombe , Shrewsbury,0,0,0,0,1.85,3.0,4.0,ALT
English League One (Account Only),Crewe Alexandra , Plymouth,1,0,1,4,2.6,3.3,2.3,UST
English League One (Account Only),Lincoln City , Morecambe,2,0,2,1,1.8,3.4,3.7,UST
English League One (Account Only),Doncaster , Ipswich,0,1,0,1,4.4,3.3,1.7,ALT
English League One (Account Only),Portsmouth , Burton Albion,2,0,2,1,1.95,3.2,3.4,UST
English League Champ,Stoke City , Swansea,0,0,3,0,2.03,3.0,3.4,UST
English League Champ,Fulham , Millwall,1,0,3,0,1.45,3.8,6.5,UST
English League Champ,Derby , Hull City,2,0,3,1,2.2,2.8,3.2,UST
English League Champ,Coventry , Blackpool,1,1,1,1,1.6,3.5,4.8,UST
English League Champ,Luton , Barnsley,1,1,2,1,1.58,3.4,5.2,UST
English Premier,West Ham , Watford,0,0,1,0,1.42,4.0,6.0,ALT
English Premier,Newcastle , Everton,1,1,3,1,2.35,3.1,2.65,UST
Dutch Cup,PSV , NAC Breda,3,0,4,0,1.09,8.5,12.0,UST
Club World Champ,Palmeiras , Al Ahly,1,0,2,0,1.5,3.6,5.5,UST
Indian S League,Hyderabad , ATK Mohun Bagan,0,0,1,2,2.35,3.4,2.5,UST
A League,Newcastle Jets , Melbourne City,0,1,2,4,3.8,3.7,1.7,UST
Mexican League,Club Leon , Cruz Azul,0,1,0,1,2.45,2.8,2.8,ALT
Chilean League,Curico Unido , Huachipato,1,0,4,0,2.3,2.95,2.85,UST
Chilean League,Audax Italiano , Nublense,1,0,1,2,2.45,3.0,2.6,UST
Spanish League,Athletic Bilbao , Espanyol,2,1,2,1,1.55,3.5,5.2,UST
Italian League,Salernitana , Spezia,2,2,2,2,2.75,3.1,2.3,UST
Indian S League,East Bengal , Odisha,0,1,1,2,2.85,3.6,2.03,UST
Mexican League,Tigres UANL , Mazatlan,2,0,4,3,1.4,3.9,6.5,UST
Mexican League,Club Atlas , Santos Laguna,2,0,2,1,2.03,2.85,3.6,UST
Chilean League,Colo Colo , Everton VDM,0,0,2,0,1.65,3.4,4.5,ALT
Mexican League,Queretaro , Puebla,0,2,0,2,2.5,2.85,2.7,UST
Chilean League,Union La Calera , Univ de Chile,0,1,2,4,2.4,3.3,2.5,UST
Spanish League,Real Madrid , Granada,0,0,1,0,1.22,5.2,10.0,ALT
French League,Lille , Paris SG,1,3,1,5,4.5,3.7,1.58,UST
Italian League,Juventus , Verona,1,0,2,0,1.55,3.6,5.2,UST
African Nations Cup,Senegal , Egypt,0,0,0,0,1.92,2.7,4.3,ALT
English Cup,Bournemouth , Boreham Wood,0,1,0,1,1.3,4.5,8.5,ALT
Spanish League,Real Betis , Villarreal,0,1,0,2,2.3,3.2,2.65,UST
Italian League,Udinese , Torino,0,0,2,0,2.9,2.9,2.3,ALT
German League,Wolfsburg , Greuther Furth,1,1,4,1,1.58,3.5,5.0,UST
Club World Champ,Al Hilal (KSA) , Al Jazira,2,1,6,1,1.58,3.7,4.7,UST
French League,Rennes , Brest,1,0,2,0,1.42,4.1,6.0,UST
English Cup,Nottingham , Leicester,3,1,4,1,3.7,3.4,1.8,UST
Dutch League,Ajax , Heracles,1,0,3,0,1.07,8.5,15.0,UST
Spanish League,Barcelona , Atletico Madrid,3,1,4,2,2.2,3.0,3.0,UST
Chilean League,Antofagasta , Cobresal,0,0,0,1,2.35,3.0,2.75,ALT
German League,Dortmund , Leverkusen,1,3,2,5,1.8,3.7,3.3,UST
French League,Strasbourg , Nantes,0,0,1,0,1.75,3.3,4.1,ALT
French League,Nice , Clermont,0,0,0,1,1.58,3.7,4.5,ALT
French League,Troyes , Metz,0,0,0,0,2.2,3.0,3.1,ALT
French League,Reims , Bordeaux,1,0,5,0,1.92,3.2,3.5,UST
Italian League,Venezia , Napoli,0,0,0,2,6.0,4.1,1.42,ALT
Italian League,Bologna , Empoli,0,0,0,0,1.95,3.3,3.3,ALT
Italian League,Sampdoria , Sassuolo,2,0,4,0,2.55,3.4,2.3,UST
Indian S League,Chennaiyin , Mumbai City,0,0,0,1,3.5,3.7,1.77,ALT
Dutch League,Willem II , Waalwijk,3,0,3,1,2.2,3.2,2.8,UST
Dutch League,Groningen , Go Ahead Eagles,1,0,2,1,1.87,3.0,3.9,UST
Spanish League,Valencia , Sociedad,0,0,0,0,3.3,3.0,2.05,ALT
French League,Lorient , Lens,1,0,2,0,3.0,3.0,2.2,UST
English Cup,Liverpool , Cardiff,0,0,3,1,1.05,9.0,23.0,UST
Italian League,Atalanta , Cagliari,0,0,1,2,1.2,5.5,10.0,UST
Dutch League,Feyenoord , Sparta Rotterdam,2,0,4,0,1.2,6.0,9.5,UST
A League,Wellington , Macarthur,1,0,3,1,2.85,3.2,2.15,UST
Mexican League,Tijuana , UNAM Mexico,0,0,1,0,2.1,3.2,3.0,ALT
Mexican League,Club America , San Luis,0,1,2,3,1.6,3.4,5.0,UST
Chilean League,Coquimbo Unido , Univ Catolica,2,1,2,3,2.8,3.1,2.25,UST
Mexican League,Necaxa , Pachuca,0,2,1,3,2.65,3.1,2.35,UST
Chilean League,Union Espanola , Palestino Chile,1,0,1,1,2.6,3.2,2.35,UST
French League,Monaco , Lyon,2,0,2,0,2.05,3.3,3.05,UST
Dutch League,Twente Enschede , Vitesse Arnhem,2,0,3,0,2.5,3.0,2.55,UST
English Cup,Tottenham , Brighton,2,0,3,1,1.82,3.4,3.6,UST
Spanish League,Osasuna , Sevilla,0,0,0,0,3.6,2.95,1.97,ALT
Italian League,Fiorentina , Lazio,0,0,0,3,2.3,3.0,2.8,UST
Dutch League,PSV , Alkmaar,1,1,1,2,1.82,3.4,3.6,UST
Dutch League,Zwolle , Nijmegen,1,1,1,1,1.95,3.3,3.2,UST
African Nations Cup,Burkina Faso , Cameroon,2,0,3,3,4.1,3.2,1.75,UST
English Premier,Burnley , Watford,0,0,0,0,2.05,3.1,3.2,ALT
Dutch League,Fortuna Sittard , Heerenveen,1,0,2,0,2.2,3.3,2.75,UST
German League,Bayern Munich , RB Leipzig,2,1,3,2,1.37,4.8,5.5,UST
English League Champ,Swansea , Blackburn,1,0,1,0,2.25,2.9,2.95,ALT
English Cup,Cambridge , Luton,0,2,0,3,3.4,3.05,2.0,UST
Spanish League,Celta de Vigo , Vallecano,1,0,2,0,1.9,3.05,3.9,UST
Italian League,Inter , Milan,1,0,1,2,1.82,3.2,3.8,UST
Club World Champ,Al Ahly , Monterrey,0,0,1,0,7.0,4.0,1.37,ALT
French League,St Etienne , Montpellier,0,1,3,1,2.25,3.0,2.9,UST
Dutch League,Utrecht , Cambuur,2,2,3,2,1.35,4.4,7.0,UST
Spanish League,Mallorca , Cadiz,1,1,2,1,1.87,3.05,4.0,UST
English League Champ,Blackpool , Bristol City,2,0,3,1,2.3,3.2,2.65,UST
English League Champ,Hull City , Preston,0,0,0,1,2.6,2.9,2.55,ALT
English Cup,Everton , Brentford,1,0,4,1,1.9,3.4,3.4,UST
English Cup,Huddersfield , Barnsley,1,0,1,0,1.77,3.2,4.0,ALT
English Cup,Stoke City , Wigan,1,0,2,0,1.9,3.1,3.8,UST
English Cup,Crystal Palace , Hartlepool,2,0,2,0,1.1,7.5,13.0,UST
English Cup,Southampton , Coventry,0,1,1,1,1.72,3.5,3.9,UST
English Cup,Peterborough , QPR,1,0,2,0,3.05,3.2,2.05,UST
English Cup,Wolverhampton , Norwich,0,1,0,1,1.77,3.1,4.2,ALT
English Cup,Manchester City , Fulham,2,1,4,1,1.13,7.0,10.0,UST
English League One (Account Only),Charlton , AFC Wimbledon,2,2,3,2,1.77,3.2,4.1,UST
English League One (Account Only),MK Dons , Lincoln City,1,1,2,1,1.9,3.3,3.4,UST
English League One (Account Only),Shrewsbury , Fleetwood,0,1,1,1,2.1,2.8,3.5,UST
English League One (Account Only),Rotherham , Accrington,0,0,1,0,1.37,4.4,6.5,ALT
English League One (Account Only),Sunderland , Doncaster,0,2,1,2,1.23,5.2,9.5,UST
English League One (Account Only),Ipswich , Gillingham,0,0,1,0,1.4,4.0,7.0,ALT
English League One (Account Only),Oxford United , Portsmouth,1,1,3,2,2.1,3.1,3.1,UST
English League One (Account Only),Morecambe , Bolton,0,0,1,1,3.1,3.2,2.05,ALT
English League One (Account Only),Burton Albion , Sheffield Wed,0,1,0,2,3.1,3.1,2.1,UST
German League,Augsburg , Union Berlin,1,0,2,0,2.7,3.0,2.4,UST
German League,Cologne , Freiburg,1,0,1,0,2.35,3.2,2.6,ALT
German League,Mainz , Hoffenheim,0,0,2,0,2.5,3.2,2.45,ALT
German League,Stuttgart , E Frankfurt,1,1,2,3,2.25,3.1,2.8,UST
German League,Bielefeld , Monchengladbach,1,1,1,1,3.2,3.1,2.03,UST
Italian League,Roma , Genoa,0,0,0,0,1.3,4.8,7.0,ALT
Indian S League,Bengaluru , Jamshedpur,0,1,3,1,2.4,3.05,2.65,UST
Spanish League,Elche , Alaves,0,1,3,1,2.15,2.9,3.2,UST
English Cup,Kidderminster , West Ham,1,0,1,1,11.0,5.8,1.17,UST
English Cup,Chelsea , Plymouth,1,1,1,1,1.03,11.0,21.0,UST
A Cup (Account Only),Melbourne Vict , Central Coast,0,0,2,1,1.85,3.6,3.3,UST
A League,Western Sydney , Western United,0,1,0,1,2.5,3.05,2.55,ALT
Chilean League,O'Higgins , La Serena,3,0,3,0,1.95,3.1,3.5,UST
Spanish League,Getafe , Levante,2,0,3,0,1.87,3.0,4.1,UST
French League,Marseille , Angers SCO,2,2,5,2,1.48,3.7,6.0,UST
English Cup,Manchester Utd , Middlesbrough,1,0,1,1,1.28,4.8,8.5,UST
English League Champ,Birmingham , Sheffield Utd,0,0,1,2,3.4,3.1,2.0,UST
German League,Hertha Berlin , Bochum,1,0,1,1,2.15,3.05,3.05,UST
Indian S League,Kerala Blasters , NorthEast Utd,0,0,2,1,1.37,4.2,6.5,UST
A League,Adelaide , Sydney FC,1,1,1,2,2.65,3.1,2.35,UST
Spanish Cup,Athletic Bilbao , Real Madrid,0,0,1,0,3.05,3.1,2.1,ALT
African Nations Cup,Cameroon , Egypt,0,0,0,0,2.25,2.7,3.2,ALT
Spanish Cup,Sociedad , Real Betis,0,1,0,4,1.8,3.2,3.9,UST
Club World Champ,Al Jazira , Pirae,3,0,4,1,1.03,13.0,15.0,UST
Indian S League,Mumbai City , ATK Mohun Bagan,1,1,1,1,2.7,3.4,2.2,UST
A League,Newcastle Jets , Brisbane Roar,1,0,2,1,2.35,3.3,2.5,UST
W Cup - Qualifiers,Mexico , Panama,0,0,1,0,1.35,4.2,7.5,ALT
W Cup - Qualifiers,El Salvador , Canada,0,0,0,2,5.8,3.4,1.53,ALT
W Cup - Qualifiers,USA , Honduras,2,0,3,0,1.17,5.8,11.0,UST
W Cup - Qualifiers,Jamaica , Costa Rica,0,0,0,1,2.65,2.8,2.55,ALT
Spanish Cup,Valencia , Cadiz,1,0,2,1,1.45,3.6,6.5,UST
English League Champ,Huddersfield , Derby,0,0,2,0,2.0,3.0,3.6,ALT
English League Champ,Barnsley , Cardiff,0,0,0,1,3.2,3.0,2.1,ALT
African Nations Cup,Burkina Faso , Senegal,0,0,1,3,4.7,2.8,1.82,UST
Spanish Cup,Vallecano , Mallorca,1,0,1,0,1.72,3.4,4.1,ALT
Indian S League,East Bengal , Chennaiyin,0,2,2,2,3.2,3.2,2.0,UST
A League,Western Sydney , Perth Glory,1,0,1,0,1.8,3.6,3.4,ALT
W Cup - Qualifiers,Peru , Ecuador,0,1,1,1,2.45,2.7,2.9,UST
W Cup - Qualifiers,Brazil , Paraguay,1,0,4,0,1.22,4.8,11.0,UST
W Cup - Qualifiers,Argentina , Colombia,1,0,1,0,1.87,3.1,3.9,ALT
W Cup - Qualifiers,Uruguay , Venezuela,3,0,4,1,1.33,4.7,7.0,UST
W Cup - Qualifiers,Bolivia , Chile,1,1,2,3,2.4,3.1,2.6,UST
French League,Lyon , Marseille,0,1,2,1,2.7,3.05,2.35,UST
English League One (Account Only),Bolton , Cambridge,1,0,2,0,1.72,3.4,4.0,UST
English League One (Account Only),Doncaster , Rotherham,0,2,0,5,8.0,4.3,1.33,UST
English League One (Account Only),Sheffield Wed , Morecambe,0,0,2,0,1.5,3.8,5.2,ALT
English League One (Account Only),Gillingham , Crewe Alexandra,1,0,1,0,2.5,3.0,2.55,ALT
English League One (Account Only),AFC Wimbledon , Cheltenham,1,2,2,2,2.25,3.0,2.9,UST
English League One (Account Only),Wigan , Oxford United,1,1,1,1,2.05,3.1,3.2,UST
English League Champ,Millwall , Preston,0,0,0,0,2.3,2.8,3.05,ALT
English League Champ,Swansea , Luton,0,0,0,1,2.05,2.95,3.4,ALT
W Cup - Qualifiers,Oman , Australia,0,1,2,2,11.0,5.0,1.2,UST
W Cup - Qualifiers,Iran , UAE,1,0,1,0,1.3,4.3,10.0,ALT
W Cup - Qualifiers,Syria , Korea Republic,0,0,0,2,8.0,3.9,1.35,ALT
Indian S League,FC Goa , Odisha,0,0,1,1,1.75,3.7,3.6,ALT
W Cup - Qualifiers,Lebanon , Iraq,1,1,1,1,2.55,2.55,2.95,UST
W Cup - Qualifiers,Vietnam , China PR,2,0,3,1,3.9,3.4,1.75,UST
W Cup - Qualifiers,Japan , Saudi Arabia,1,0,2,0,1.58,3.2,5.8,UST
A League,Macarthur , Western United,0,1,2,2,2.1,3.3,3.0,UST
French Cup,Paris SG , Nice,0,0,0,0,1.48,3.7,6.0,ALT
English League One (Account Only),Portsmouth , Charlton,0,1,1,2,2.05,3.0,3.3,UST
Indian S League,NorthEast Utd , Hyderabad,0,2,0,5,5.8,4.2,1.4,UST
W Cup - Qualifiers,Honduras , El Salvador,0,1,0,2,2.05,2.9,3.4,UST
W Cup - Qualifiers,Mexico , Costa Rica,0,0,0,0,1.25,4.7,9.5,ALT
W Cup - Qualifiers,Panama , Jamaica,1,1,3,2,1.9,2.95,3.9,UST
W Cup - Qualifiers,Canada , USA,1,0,2,0,2.75,2.6,2.65,UST
French Cup,Lens , Monaco,1,3,2,4,2.65,2.9,2.5,UST
African Nations Cup,Senegal , Eq Guinea,1,0,3,1,1.4,3.5,8.5,UST
English League Champ,Cardiff , Nottingham,1,0,2,1,3.4,3.4,1.87,UST
African Nations Cup,Egypt , Morocco,0,1,1,1,3.4,2.55,2.3,UST
Indian S League,Kerala Blasters , Bengaluru,0,0,0,1,2.6,3.05,2.45,ALT
English League Champ,Derby , Birmingham,0,1,2,2,1.95,3.2,3.5,UST
A League,Newcastle Jets , Adelaide,0,0,1,2,2.25,3.5,2.65,UST
A League,Sydney FC , Central Coast,1,0,3,2,2.25,3.3,2.7,UST
French Cup,Marseille , Montpellier,0,0,1,1,1.35,4.3,7.5,ALT
African Nations Cup,Burkina Faso , Tunisia,1,0,1,0,3.4,2.7,2.2,ALT
English League Champ,Peterborough , Sheffield Utd,0,0,0,2,4.5,3.6,1.6,ALT
French Cup,Reims , Bastia,1,0,1,1,1.92,2.95,3.8,UST
African Nations Cup,Gambia , Cameroon,0,0,0,2,8.5,3.2,1.48,ALT
French Cup,AS Nancy , Amiens,0,2,0,2,2.65,2.85,2.55,UST
English League One (Account Only),Cheltenham , Wigan,0,0,0,0,3.3,3.2,1.97,ALT
English League One (Account Only),Bolton , Sunderland,2,0,6,0,3.1,3.3,2.0,UST
English League One (Account Only),Accrington , Morecambe,2,2,2,2,1.87,3.3,3.5,UST
English League One (Account Only),AFC Wimbledon , Shrewsbury,1,0,1,1,2.45,2.95,2.65,UST
English League One (Account Only),Crewe Alexandra , Rotherham,0,1,0,2,6.5,4.0,1.42,UST
English League One (Account Only),Doncaster , Plymouth,1,1,1,3,3.4,3.4,1.87,UST
English League One (Account Only),Gillingham , Oxford United,0,3,2,7,3.7,3.5,1.77,UST
English League One (Account Only),Wycombe , MK Dons,0,1,0,1,2.3,3.2,2.65,ALT
English League One (Account Only),Sheffield Wed , Ipswich,1,0,1,0,2.1,2.95,3.2,ALT
English League One (Account Only),Fleetwood , Cambridge,0,0,1,1,2.05,3.2,3.1,ALT
English League One (Account Only),Lincoln City , Burton Albion,0,0,1,2,2.0,3.2,3.2,UST
English League Champ,Fulham , Blackpool,1,0,1,1,1.23,5.2,8.5,UST
English League Champ,Millwall , West Bromwich,0,0,2,0,3.2,2.9,2.15,ALT
English League Champ,Hull City , Swansea,2,0,2,0,2.65,2.95,2.45,UST
English League Champ,QPR , Reading,0,0,0,0,1.67,3.5,4.1,ALT
English League Champ,Middlesbrough , Coventry,0,0,1,0,1.85,3.1,3.8,ALT
English League Champ,Preston , Bristol City,0,1,2,2,1.82,3.2,3.9,UST
English League Champ,Barnsley , Bournemouth,0,1,0,1,7.5,3.8,1.42,ALT
English League Champ,Luton , Blackburn,0,0,0,0,2.35,2.9,2.85,ALT
Indian S League,ATK Mohun Bagan , East Bengal,0,0,3,1,1.45,4.0,5.5,UST
A League,Brisbane Roar , Western Sydney,1,0,3,0,2.15,3.2,2.9,UST
A League,Western United , Melbourne City,0,0,1,0,2.6,3.1,2.4,ALT
A Cup (Account Only),Melbourne Vict , Wellington,0,1,4,1,1.72,3.4,4.0,UST
W Cup - Qualifiers,Venezuela , Bolivia,2,1,4,1,1.72,3.8,3.6,UST
W Cup - Qualifiers,Colombia , Peru,0,0,0,1,1.53,3.4,6.0,ALT
French Cup,Nantes , Brest,1,0,2,0,1.8,3.6,3.6,UST
English League Champ,Huddersfield , Stoke City,1,0,1,1,2.03,3.05,3.4,UST
Indian S League,Jamshedpur , FC Goa,0,0,1,0,2.2,3.6,2.6,ALT
W Cup - Qualifiers,Costa Rica , Panama,0,0,1,0,2.35,2.8,2.95,ALT
W Cup - Qualifiers,Honduras , Canada,0,1,0,2,3.2,3.0,2.1,UST
W Cup - Qualifiers,Chile , Argentina,1,2,1,2,2.95,2.95,2.25,UST
W Cup - Qualifiers,Jamaica , Mexico,0,0,1,2,4.5,3.3,1.7,UST
W Cup - Qualifiers,USA , El Salvador,0,0,1,0,1.13,7.0,10.0,ALT
W Cup - Qualifiers,Paraguay , Uruguay,0,0,0,1,3.05,2.95,2.2,ALT
W Cup - Qualifiers,Ecuador , Brazil,0,1,1,1,3.6,3.05,1.95,UST
W Cup - Qualifiers,Saudi Arabia , Oman,0,0,1,0,1.42,3.6,7.5,ALT
W Cup - Qualifiers,UAE , Syria,1,0,2,0,1.9,3.4,3.5,UST
W Cup - Qualifiers,Iran , Iraq,0,0,1,0,1.25,4.7,11.0,ALT
Indian S League,Odisha , Hyderabad,1,0,2,3,3.8,3.7,1.7,UST
W Cup - Qualifiers,Lebanon , Korea Republic,0,1,0,1,6.5,3.4,1.48,ALT
W Cup - Qualifiers,Japan , China PR,1,0,2,0,1.3,4.7,8.0,UST
W Cup - Qualifiers,Australia , Vietnam,2,0,4,0,1.05,8.5,19.0,UST
English League Champ,West Bromwich , Preston,0,1,0,2,1.5,3.6,5.5,UST
African Nations Cup,Mali , Eq Guinea,0,0,0,0,1.63,3.05,6.0,ALT
French League,Angers SCO , St Etienne,0,1,0,1,1.9,3.2,3.6,ALT
African Nations Cup,Ivory Coast , Egypt,0,0,0,0,2.15,2.65,3.6,ALT
Indian S League,Bengaluru , Chennaiyin,2,0,3,0,2.3,3.1,2.7,UST
English League One (Account Only),Gillingham , Shrewsbury,0,0,0,0,3.3,2.9,2.1,ALT
English League One (Account Only),Fleetwood , Plymouth,1,1,3,3,2.7,3.0,2.4,UST
English League One (Account Only),Burton Albion , MK Dons,0,0,0,1,2.3,3.1,2.7,ALT
English League One (Account Only),AFC Wimbledon , Ipswich,0,0,0,2,3.6,3.1,1.9,ALT
English League Champ,QPR , Swansea,0,0,0,0,2.1,3.05,3.1,ALT
English League Champ,Coventry , Stoke City,0,0,1,0,2.0,2.95,3.5,ALT
English League Champ,Birmingham , Peterborough,0,1,2,2,1.85,3.2,3.9,UST
English League Champ,Luton , Bristol City,1,0,2,1,1.7,3.3,4.3,UST
